review_threshold,hold_threshold,approval_rate,review_rate,hold_rate,total_intervention_rate,risky_order_recall,intervention_precision,false_positive_count,false_negative_count,review_cost,hold_cost,missed_risk_cost,total_estimated_cost,feasibility_status,rejection_reason
0.28,0.56,0.84,0.15125,0.00875,0.16,0.3893129770992366,0.3984375,77,80,10672.778000000002,1050.0,96656.54000000001,108379.31800000001,Feasible,N/A
0.28,0.57,0.84,0.1525,0.0075,0.16,0.3893129770992366,0.3984375,77,80,10750.729,900.0,96656.54000000001,108307.269,Feasible,N/A
0.28,0.58,0.84,0.15375,0.00625,0.16,0.3893129770992366,0.3984375,77,80,10800.729,750.0,96656.54000000001,108207.269,Feasible,N/A
0.28,0.59,0.84,0.15375,0.00625,0.16,0.3893129770992366,0.3984375,77,80,10800.729,750.0,96656.54000000001,108207.269,Feasible,N/A
0.28,0.6,0.84,0.155,0.005,0.16,0.3893129770992366,0.3984375,77,80,10932.719000000001,600.0,96656.54000000001,108189.259,Feasible,N/A
0.28,0.61,0.84,0.155,0.005,0.16,0.3893129770992366,0.3984375,77,80,10932.719000000001,600.0,96656.54000000001,108189.259,Feasible,N/A
0.28,0.62,0.84,0.155,0.005,0.16,0.3893129770992366,0.3984375,77,80,10932.719000000001,600.0,96656.54000000001,108189.259,Feasible,N/A
0.28,0.63,0.84,0.1575,0.0025,0.16,0.3893129770992366,0.3984375,77,80,11170.173999999999,300.0,96656.54000000001,108126.714,Feasible,N/A
0.28,0.64,0.84,0.15875,0.00125,0.16,0.3893129770992366,0.3984375,77,80,11292.791000000001,150.0,96656.54000000001,108099.331,Feasible,N/A
0.28,0.65,0.84,0.15875,0.00125,0.16,0.3893129770992366,0.3984375,77,80,11292.791000000001,150.0,96656.54000000001,108099.331,Feasible,N/A
0.28,0.66,0.84,0.15875,0.00125,0.16,0.3893129770992366,0.3984375,77,80,11292.791000000001,150.0,96656.54000000001,108099.331,Feasible,N/A
0.28,0.67,0.84,0.15875,0.00125,0.16,0.3893129770992366,0.3984375,77,80,11292.791000000001,150.0,96656.54000000001,108099.331,Feasible,N/A
0.28,0.68,0.84,0.15875,0.00125,0.16,0.3893129770992366,0.3984375,77,80,11292.791000000001,150.0,96656.54000000001,108099.331,Feasible,N/A
0.28,0.69,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.7,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.71,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.72,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.73,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.74,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.75,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.76,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.77,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.78,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.79,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.8,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.81,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.82,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.83,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.84,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.85,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.86,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.87,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.88,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.89,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.9,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.91,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.92,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.93,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.94,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.95,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.96,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.97,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.98,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.28,0.99,0.84,0.16,0.0,0.16,0.3893129770992366,0.3984375,77,80,11342.791000000001,0.0,96656.54000000001,107999.331,Feasible,N/A
0.29,0.3,0.85125,0.01125,0.1375,0.14875,0.3816793893129771,0.42016806722689076,69,81,877.3430000000001,16500.0,97245.82,114623.163,Infeasible,Violates MAX_HOLD_RATE
0.29,0.31,0.85125,0.025,0.12375,0.14875,0.3816793893129771,0.42016806722689076,69,81,1905.2150000000001,14850.0,97245.82,114001.035,Infeasible,Violates MAX_HOLD_RATE
0.29,0.32,0.85125,0.04125,0.1075,0.14875,0.3816793893129771,0.42016806722689076,69,81,2663.173,12900.0,97245.82,112808.993,Infeasible,Violates MAX_HOLD_RATE
0.29,0.33,0.85125,0.0475,0.10125,0.14875,0.3816793893129771,0.42016806722689076,69,81,2937.82,12150.0,97245.82,112333.64000000001,Infeasible,Violates MAX_HOLD_RATE
0.29,0.34,0.85125,0.05875,0.09,0.14875,0.3816793893129771,0.42016806722689076,69,81,3709.264,10800.0,97245.82,111755.084,Infeasible,Violates MAX_HOLD_RATE
0.29,0.35,0.85125,0.0625,0.08625,0.14875,0.3816793893129771,0.42016806722689076,69,81,3909.148,10350.0,97245.82,111504.96800000001,Infeasible,Violates MAX_HOLD_RATE
0.29,0.36,0.85125,0.07,0.07875,0.14875,0.3816793893129771,0.42016806722689076,69,81,4389.455,9450.0,97245.82,111085.27500000001,Infeasible,Violates MAX_HOLD_RATE
0.29,0.37,0.85125,0.075,0.07375,0.14875,0.3816793893129771,0.42016806722689076,69,81,5106.65,8850.0,97245.82,111202.47,Infeasible,Violates MAX_HOLD_RATE
0.29,0.38,0.85125,0.0775,0.07125,0.14875,0.3816793893129771,0.42016806722689076,69,81,5206.65,8550.0,97245.82,111002.47,Infeasible,Violates MAX_HOLD_RATE
0.29,0.39,0.85125,0.08375,0.065,0.14875,0.3816793893129771,0.42016806722689076,69,81,5456.65,7800.0,97245.82,110502.47,Infeasible,Violates MAX_HOLD_RATE
0.29,0.4,0.85125,0.09375,0.055,0.14875,0.3816793893129771,0.42016806722689076,69,81,6172.973,6600.0,97245.82,110018.793,Infeasible,Violates MAX_HOLD_RATE
0.29,0.41,0.85125,0.1,0.04875,0.14875,0.3816793893129771,0.42016806722689076,69,81,6599.4130000000005,5850.0,97245.82,109695.23300000001,Feasible,N/A
0.29,0.42,0.85125,0.105,0.04375,0.14875,0.3816793893129771,0.42016806722689076,69,81,7000.361999999999,5250.0,97245.82,109496.182,Feasible,N/A
0.29,0.43,0.85125,0.10875,0.04,0.14875,0.3816793893129771,0.42016806722689076,69,81,7150.361999999999,4800.0,97245.82,109196.182,Feasible,N/A
0.29,0.44,0.85125,0.10875,0.04,0.14875,0.3816793893129771,0.42016806722689076,69,81,7150.361999999999,4800.0,97245.82,109196.182,Feasible,N/A
0.29,0.45,0.85125,0.11375,0.035,0.14875,0.3816793893129771,0.42016806722689076,69,81,7350.361999999999,4200.0,97245.82,108796.182,Feasible,N/A
0.29,0.46,0.85125,0.11625,0.0325,0.14875,0.3816793893129771,0.42016806722689076,69,81,7587.383,3900.0,97245.82,108733.20300000001,Feasible,N/A
0.29,0.47,0.85125,0.12125,0.0275,0.14875,0.3816793893129771,0.42016806722689076,69,81,8327.788,3300.0,97245.82,108873.60800000001,Feasible,N/A
0.29,0.48,0.85125,0.1225,0.02625,0.14875,0.3816793893129771,0.42016806722689076,69,81,8399.815999999999,3150.0,97245.82,108795.636,Feasible,N/A
0.29,0.49,0.85125,0.12625,0.0225,0.14875,0.3816793893129771,0.42016806722689076,69,81,8868.251,2700.0,97245.82,108814.07100000001,Feasible,N/A
0.29,0.5,0.85125,0.12875,0.02,0.14875,0.3816793893129771,0.42016806722689076,69,81,9083.945,2400.0,97245.82,108729.76500000001,Feasible,N/A
0.29,0.51,0.85125,0.13125,0.0175,0.14875,0.3816793893129771,0.42016806722689076,69,81,9408.214,2100.0,97245.82,108754.03400000001,Feasible,N/A
0.29,0.52,0.85125,0.135,0.01375,0.14875,0.3816793893129771,0.42016806722689076,69,81,9705.723,1650.0,97245.82,108601.543,Feasible,N/A
0.29,0.53,0.85125,0.135,0.01375,0.14875,0.3816793893129771,0.42016806722689076,69,81,9705.723,1650.0,97245.82,108601.543,Feasible,N/A
0.29,0.54,0.85125,0.13625,0.0125,0.14875,0.3816793893129771,0.42016806722689076,69,81,9820.243,1500.0,97245.82,108566.06300000001,Feasible,N/A
0.29,0.55,0.85125,0.13875,0.01,0.14875,0.3816793893129771,0.42016806722689076,69,81,10113.85,1200.0,97245.82,108559.67000000001,Feasible,N/A
0.29,0.56,0.85125,0.14,0.00875,0.14875,0.3816793893129771,0.42016806722689076,69,81,10163.85,1050.0,97245.82,108459.67000000001,Feasible,N/A
0.29,0.57,0.85125,0.14125,0.0075,0.14875,0.3816793893129771,0.42016806722689076,69,81,10241.801,900.0,97245.82,108387.62100000001,Feasible,N/A
0.29,0.58,0.85125,0.1425,0.00625,0.14875,0.3816793893129771,0.42016806722689076,69,81,10291.801,750.0,97245.82,108287.62100000001,Feasible,N/A
0.29,0.59,0.85125,0.1425,0.00625,0.14875,0.3816793893129771,0.42016806722689076,69,81,10291.801,750.0,97245.82,108287.62100000001,Feasible,N/A
0.29,0.6,0.85125,0.14375,0.005,0.14875,0.3816793893129771,0.42016806722689076,69,81,10423.791000000001,600.0,97245.82,108269.611,Feasible,N/A
0.29,0.61,0.85125,0.14375,0.005,0.14875,0.3816793893129771,0.42016806722689076,69,81,10423.791000000001,600.0,97245.82,108269.611,Feasible,N/A
0.29,0.62,0.85125,0.14375,0.005,0.14875,0.3816793893129771,0.42016806722689076,69,81,10423.791000000001,600.0,97245.82,108269.611,Feasible,N/A
0.29,0.63,0.85125,0.14625,0.0025,0.14875,0.3816793893129771,0.42016806722689076,69,81,10661.246,300.0,97245.82,108207.066,Feasible,N/A
0.29,0.64,0.85125,0.1475,0.00125,0.14875,0.3816793893129771,0.42016806722689076,69,81,10783.863000000001,150.0,97245.82,108179.683,Feasible,N/A
0.29,0.65,0.85125,0.1475,0.00125,0.14875,0.3816793893129771,0.42016806722689076,69,81,10783.863000000001,150.0,97245.82,108179.683,Feasible,N/A
0.29,0.66,0.85125,0.1475,0.00125,0.14875,0.3816793893129771,0.42016806722689076,69,81,10783.863000000001,150.0,97245.82,108179.683,Feasible,N/A
0.29,0.67,0.85125,0.1475,0.00125,0.14875,0.3816793893129771,0.42016806722689076,69,81,10783.863000000001,150.0,97245.82,108179.683,Feasible,N/A
0.29,0.68,0.85125,0.1475,0.00125,0.14875,0.3816793893129771,0.42016806722689076,69,81,10783.863000000001,150.0,97245.82,108179.683,Feasible,N/A
0.29,0.69,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.7,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.71,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.72,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.73,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.74,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.75,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.76,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.77,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.78,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.79,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.8,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.81,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.82,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.83,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.84,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.85,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.86,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.87,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.88,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.89,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.9,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.91,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.92,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.93,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.94,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.95,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.96,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.97,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.98,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.29,0.99,0.85125,0.14875,0.0,0.14875,0.3816793893129771,0.42016806722689076,69,81,10833.863000000001,0.0,97245.82,108079.683,Feasible,N/A
0.3,0.31,0.8625,0.01375,0.12375,0.1375,0.35877862595419846,0.42727272727272725,63,84,1027.872,14850.0,101519.24999999999,117397.12199999999,Infeasible,Violates MAX_HOLD_RATE
0.3,0.32,0.8625,0.03,0.1075,0.1375,0.35877862595419846,0.42727272727272725,63,84,1785.83,12900.0,101519.24999999999,116205.07999999999,Infeasible,Violates MAX_HOLD_RATE
0.3,0.33,0.8625,0.03625,0.10125,0.1375,0.35877862595419846,0.42727272727272725,63,84,2060.477,12150.0,101519.24999999999,115729.72699999998,Infeasible,Violates MAX_HOLD_RATE
0.3,0.34,0.8625,0.0475,0.09,0.1375,0.35877862595419846,0.42727272727272725,63,84,2831.9210000000003,10800.0,101519.24999999999,115151.17099999999,Infeasible,Violates MAX_HOLD_RATE
0.3,0.35,0.8625,0.05125,0.08625,0.1375,0.35877862595419846,0.42727272727272725,63,84,3031.805,10350.0,101519.24999999999,114901.05499999998,Infeasible,Violates MAX_HOLD_RATE
0.3,0.36,0.8625,0.05875,0.07875,0.1375,0.35877862595419846,0.42727272727272725,63,84,3512.112,9450.0,101519.24999999999,114481.36199999998,Infeasible,Violates MAX_HOLD_RATE
0.3,0.37,0.8625,0.06375,0.07375,0.1375,0.35877862595419846,0.42727272727272725,63,84,4229.307,8850.0,101519.24999999999,114598.55699999999,Infeasible,Violates MAX_HOLD_RATE
0.3,0.38,0.8625,0.06625,0.07125,0.1375,0.35877862595419846,0.42727272727272725,63,84,4329.307,8550.0,101519.24999999999,114398.55699999999,Infeasible,Violates MAX_HOLD_RATE
0.3,0.39,0.8625,0.0725,0.065,0.1375,0.35877862595419846,0.42727272727272725,63,84,4579.307,7800.0,101519.24999999999,113898.55699999999,Infeasible,Violates MAX_HOLD_RATE
0.3,0.4,0.8625,0.0825,0.055,0.1375,0.35877862595419846,0.42727272727272725,63,84,5295.629999999999,6600.0,101519.24999999999,113414.87999999999,Infeasible,Violates MAX_HOLD_RATE
0.3,0.41,0.8625,0.08875,0.04875,0.1375,0.35877862595419846,0.42727272727272725,63,84,5722.07,5850.0,101519.24999999999,113091.31999999998,Feasible,N/A
0.3,0.42,0.8625,0.09375,0.04375,0.1375,0.35877862595419846,0.42727272727272725,63,84,6123.019,5250.0,101519.24999999999,112892.26899999999,Feasible,N/A
0.3,0.43,0.8625,0.0975,0.04,0.1375,0.35877862595419846,0.42727272727272725,63,84,6273.019,4800.0,101519.24999999999,112592.26899999999,Feasible,N/A
0.3,0.44,0.8625,0.0975,0.04,0.1375,0.35877862595419846,0.42727272727272725,63,84,6273.019,4800.0,101519.24999999999,112592.26899999999,Feasible,N/A
0.3,0.45,0.8625,0.1025,0.035,0.1375,0.35877862595419846,0.42727272727272725,63,84,6473.019,4200.0,101519.24999999999,112192.26899999999,Feasible,N/A
0.3,0.46,0.8625,0.105,0.0325,0.1375,0.35877862595419846,0.42727272727272725,63,84,6710.04,3900.0,101519.24999999999,112129.28999999998,Feasible,N/A
0.3,0.47,0.8625,0.11,0.0275,0.1375,0.35877862595419846,0.42727272727272725,63,84,7450.445,3300.0,101519.24999999999,112269.69499999998,Feasible,N/A
0.3,0.48,0.8625,0.11125,0.02625,0.1375,0.35877862595419846,0.42727272727272725,63,84,7522.473,3150.0,101519.24999999999,112191.72299999998,Feasible,N/A
0.3,0.49,0.8625,0.115,0.0225,0.1375,0.35877862595419846,0.42727272727272725,63,84,7990.908,2700.0,101519.24999999999,112210.15799999998,Feasible,N/A
0.3,0.5,0.8625,0.1175,0.02,0.1375,0.35877862595419846,0.42727272727272725,63,84,8206.602,2400.0,101519.24999999999,112125.85199999998,Feasible,N/A
0.3,0.51,0.8625,0.12,0.0175,0.1375,0.35877862595419846,0.42727272727272725,63,84,8530.871,2100.0,101519.24999999999,112150.12099999998,Feasible,N/A
0.3,0.52,0.8625,0.12375,0.01375,0.1375,0.35877862595419846,0.42727272727272725,63,84,8828.380000000001,1650.0,101519.24999999999,111997.62999999999,Feasible,N/A
0.3,0.53,0.8625,0.12375,0.01375,0.1375,0.35877862595419846,0.42727272727272725,63,84,8828.380000000001,1650.0,101519.24999999999,111997.62999999999,Feasible,N/A
0.3,0.54,0.8625,0.125,0.0125,0.1375,0.35877862595419846,0.42727272727272725,63,84,8942.9,1500.0,101519.24999999999,111962.14999999998,Feasible,N/A
0.3,0.55,0.8625,0.1275,0.01,0.1375,0.35877862595419846,0.42727272727272725,63,84,9236.507000000001,1200.0,101519.24999999999,111955.75699999998,Feasible,N/A
0.3,0.56,0.8625,0.12875,0.00875,0.1375,0.35877862595419846,0.42727272727272725,63,84,9286.507000000001,1050.0,101519.24999999999,111855.75699999998,Feasible,N/A
0.3,0.57,0.8625,0.13,0.0075,0.1375,0.35877862595419846,0.42727272727272725,63,84,9364.458,900.0,101519.24999999999,111783.70799999998,Feasible,N/A
0.3,0.58,0.8625,0.13125,0.00625,0.1375,0.35877862595419846,0.42727272727272725,63,84,9414.458,750.0,101519.24999999999,111683.70799999998,Feasible,N/A
0.3,0.59,0.8625,0.13125,0.00625,0.1375,0.35877862595419846,0.42727272727272725,63,84,9414.458,750.0,101519.24999999999,111683.70799999998,Feasible,N/A
0.3,0.6,0.8625,0.1325,0.005,0.1375,0.35877862595419846,0.42727272727272725,63,84,9546.448,600.0,101519.24999999999,111665.69799999999,Feasible,N/A
0.3,0.61,0.8625,0.1325,0.005,0.1375,0.35877862595419846,0.42727272727272725,63,84,9546.448,600.0,101519.24999999999,111665.69799999999,Feasible,N/A
0.3,0.62,0.8625,0.1325,0.005,0.1375,0.35877862595419846,0.42727272727272725,63,84,9546.448,600.0,101519.24999999999,111665.69799999999,Feasible,N/A
0.3,0.63,0.8625,0.135,0.0025,0.1375,0.35877862595419846,0.42727272727272725,63,84,9783.903000000002,300.0,101519.24999999999,111603.15299999999,Feasible,N/A
0.3,0.64,0.8625,0.13625,0.00125,0.1375,0.35877862595419846,0.42727272727272725,63,84,9906.52,150.0,101519.24999999999,111575.76999999999,Feasible,N/A
0.3,0.65,0.8625,0.13625,0.00125,0.1375,0.35877862595419846,0.42727272727272725,63,84,9906.52,150.0,101519.24999999999,111575.76999999999,Feasible,N/A
0.3,0.66,0.8625,0.13625,0.00125,0.1375,0.35877862595419846,0.42727272727272725,63,84,9906.52,150.0,101519.24999999999,111575.76999999999,Feasible,N/A
0.3,0.67,0.8625,0.13625,0.00125,0.1375,0.35877862595419846,0.42727272727272725,63,84,9906.52,150.0,101519.24999999999,111575.76999999999,Feasible,N/A
0.3,0.68,0.8625,0.13625,0.00125,0.1375,0.35877862595419846,0.42727272727272725,63,84,9906.52,150.0,101519.24999999999,111575.76999999999,Feasible,N/A
0.3,0.69,0.8625,0.1375,0.0,0.1375,0.35877862595419846,0.42727272727272725,63,84,9956.52,0.0,101519.24999999999,111475.76999999999,Feasible,N/A
0.3,0.7,0.8625,0.1375,0.0,0.1375,0.35877862595419846,0.42727272727272725,63,84,9956.52,0.0,101519.24999999999,111475.76999999999,Feasible,N/A
0.3,0.71,0.8625,0.1375,0.0,0.1375,0.35877862595419846,0.42727272727272725,63,84,9956.52,0.0,101519.24999999999,111475.76999999999,Feasible,N/A
0.3,0.72,0.8625,0.1375,0.0,0.1375,0.35877862595419846,0.42727272727272725,63,84,9956.52,0.0,101519.24999999999,111475.76999999999,Feasible,N/A
0.3,0.73,0.8625,0.1375,0.0,0.1375,0.35877862595419846,0.42727272727272725,63,84,9956.52,0.0,101519.24999999999,111475.76999999999,Feasible,N/A
0.3,0.74,0.8625,0.1375,0.0,0.1375,0.35877862595419846,0.42727272727272725,63,84,9956.52,0.0,101519.24999999999,111475.76999999999,Feasible,N/A
0.3,0.75,0.8625,0.1375,0.0,0.1375,0.35877862595419846,0.42727272727272725,63,84,9956.52,0.0,101519.24999999999,111475.76999999999,Feasible,N/A
0.3,0.76,0.8625,0.1375,0.0,0.1375,0.35877862595419846,0.42727272727272725,63,84,9956.52,0.0,101519.24999999999,111475.76999999999,Feasible,N/A
0.3,0.77,0.8625,0.1375,0.0,0.1375,0.35877862595419846,0.42727272727272725,63,84,9956.52,0.0,101519.24999999999,111475.76999999999,Feasible,N/A
0.3,0.78,0.8625,0.1375,0.0,0.1375,0.35877862595419846,0.42727272727272725,63,84,9956.52,0.0,101519.24999999999,111475.76999999999,Feasible,N/A
0.3,0.79,0.8625,0.1375,0.0,0.1375,0.35877862595419846,0.42727272727272725,63,84,9956.52,0.0,101519.24999999999,111475.76999999999,Feasible,N/A
0.3,0.8,0.8625,0.1375,0.0,0.1375,0.35877862595419846,0.42727272727272725,63,84,9956.52,0.0,101519.24999999999,111475.76999999999,Feasible,N/A
0.3,0.81,0.8625,0.1375,0.0,0.1375,0.35877862595419846,0.42727272727272725,63,84,9956.52,0.0,101519.24999999999,111475.76999999999,Feasible,N/A
0.3,0.82,0.8625,0.1375,0.0,0.1375,0.35877862595419846,0.42727272727272725,63,84,9956.52,0.0,101519.24999999999,111475.76999999999,Feasible,N/A
0.3,0.83,0.8625,0.1375,0.0,0.1375,0.35877862595419846,0.42727272727272725,63,84,9956.52,0.0,101519.24999999999,111475.76999999999,Feasible,N/A
0.3,0.84,0.8625,0.1375,0.0,0.1375,0.35877862595419846,0.42727272727272725,63,84,9956.52,0.0,101519.24999999999,111475.76999999999,Feasible,N/A
